timestamp,question #,question,A,B,C,correct,wrong,tryed_to_solve,right,time,
3/17/2018 1:07,1,The liquid often used to disinfect hands is known as what?,Red #3 food dye,Soy sauce,Sanitizer,C,,NO_TRY,,2.256486416,
3/17/2018 1:07,2,Which of these is most likely to emit lava?,Garden hose,Person's nose,Volcanoes,C,,,RIGHT,1.617434502,
3/17/2018 1:08,3,"In the U.S., which of these beverages typically contains espresso?",Matcha latte,Café au lait,Americano,C,,,RIGHT,1.906160355,
3/17/2018 1:09,4,Queen Elizabeth II has famously kept what kind of dog as a pet for decades?,Chihuahua,Pomeranian,Corgi,C,,,RIGHT,2.627318621,
3/17/2018 1:11,7,"What was the inspiration behind the iconic Cartier ""Love Bracelet""?",Eiffel Tower,Audrey Hepburn's profile,Chastity belts,C,,NO_TRY,,3.629498482,
3/17/2018 1:12,8,Which of these emperors' names translates in English to a small kind of footwear?,Augustus,Nero,Caligula,C,,NO_TRY,,1.911946774,
3/17/2018 1:12,9,"Which pop star appeared in the original film version of ""Hairspray""?",Colleen Fitzpatrick,Blu Cantrell,Willa Ford,A,,,RIGHT,1.751435041,
3/17/2018 1:13,10,Which of these states does NOT currently have an In-N-Out?,New Mexico,Utah,Arizona,A,WRONG,,,5.37863636,
3/17/2018 1:14,11,The co-creators of Kazaa also helped develop which product?,Skype,Winamp,LimeWire,A,,,RIGHT,1.632272959,
3/17/2018 1:15,12,Which of these screenwriters once co-wrote the script for a flop SNL film?,Aaron Sorkin,Quentin Tarantino,Carrie Fisher,B,,,RIGHT,1.657245159,
3/18/2018 1:04,1,"In the kids' song, ""if you're happy and you know it,"" you do what?",Shuck some clams,Clap your hands,Steam a ham,B,,NO_TRY,,1.608809233,
3/18/2018 1:05,2,What TV show title would you say after clinking glasses for a toast?,Young Sheldon,Cheers,Kevin Can Wait,B,,,RIGHT,2.930031061,
3/18/2018 1:06,3,"When it comes to college sports, what does the first ""A"" stand for in NCAA?",Amateur,Athletic,Academic,B,,,RIGHT,2.197240829,
3/18/2018 1:06,4,Which of these pleasantly-scented plants is part of the mint family?,Hyacinth,Hydrangea,Lavender,C,,,RIGHT,1.869259834,
3/18/2018 1:07,5,"Which of these is the name of a real, finch-like songbird?",Whodah,Whydah,Howdah,B,,NO_TRY,,1.567407131,
3/18/2018 1:08,6,Norman Rockwell's iconic Four Freedoms series contains a famous scene set where?,Baseball game,Thanksgiving table,Diner counter,B,,NO_TRY,,1.77044487,
3/18/2018 1:10,8,Which of these symbols appears on the dice in Milton Bradley's Jumanji board game?,Rhinoceros,Racquet,Safari hat,B,WRONG,,,4.039328337,
3/18/2018 1:11,9,The Kuiper Belt is home to which of these bodies?,Jupiter,Pluto,Mars,B,,,RIGHT,1.58484149,
3/18/2018 1:11,10,"In the 1960s, Radio Shack was purchased by a company specializing in what?",High-end audio,Plastics,Leather,C,,,RIGHT,1.707685709,
3/18/2018 1:13,12,What was Galileo sentenced to do as punishment for writing about heliocentrism?,Pay indulgences,Destroy his library,Recite psalms,C,,NO_TRY,,1.882146835,
3/19/2018 1:08,1,Which of these is a German clock with a bird inside?,Honey Boo Boo clock,Cuckoo clock,Biological clock,B,,,RIGHT,2.33562088,
3/19/2018 1:08,2,Which of these is an optional section on the SAT standardized test?,Hot yoga,Laser tag,Essay,C,,,RIGHT,1.968013048,
3/19/2018 1:10,3,Which article of clothing is also the name of a stinging insect?,Pink jeggings,Red sweatpants,Yellow jacket,C,,NO_TRY,,1.87549305,
3/19/2018 1:11,4,Which of these is NOT an ingredient in a traditional Chicago-style hot dog?,Heated ketchup,Yellow mustard,Sweet relish,A,,NO_TRY,,2.318691492,
3/19/2018 1:11,5,"What term is often used to describe overly ornate, flowery writing?",Blue prose,Purple prose,Violet prose,B,,,RIGHT,1.428763151,
3/19/2018 1:12,6,"In the tech world, the acronym ""IoT"" typically stands for what?",Internet-Only Telephone,In/Out Transfer,Internet of Things,C,,,RIGHT,2.01026845,
3/19/2018 1:13,7,What traditional stew inspired the 1930s invention of the slow cooker?,Gumbo,Goulash,Cholent,C,,,RIGHT,2.595593691,
3/19/2018 1:14,8,What is the only U.S. state home to two Ivy League schools?,New York,Massachusetts,Pennsylvania,A,WRONG,,,2.215515137,
3/19/2018 1:15,9,The defunct channel Court TV briefly owned what popular website?,The Smoking Gun,https://t.co/2LZEqJvVj0,SCOTUSblog,A,,,RIGHT,1.813467741,
3/19/2018 1:16,11,"In the U.S., light intensity is often measured with a unit named what?",Hand-lamp,Foot-candle,Head-torch,B,,NO_TRY,,3.672288656,
3/19/2018 1:17,12,Which of these monuments lends its name to a common domestic chicken breed?,The Alamo,Plymouth Rock,Lincoln Memorial,B,,NO_TRY,,2.791997433,
3/19/2018 1:18,13,Which of these was NOT a phone made by BlackBerry?,Electron,Atom,Quark,B,WRONG,,,1.405970573,
3/19/2018 1:20,14,"The first flag of which state contained the Latin for ""don't touch me""?",Delaware,South Carolina,Alabama,C,,,RIGHT,2.34890604,
3/19/2018 1:21,15,Which company is listed on both the Dow Jones Industrial Average and the NASDAQ-100?,IBM,T-Mobile,Intel,C,WRONG,,,1.354878902,
3/19/2018 1:21,16,Which of these is NOT the name of a geographical feature on the Moon?,Foaming Sea,Sunset Sea,Sea of Waves,B,WRONG,,,3.577067614,
3/19/2018 1:23,18,Which fashion designer did NOT graduate from the prestigious Central Saint Martins?,Riccardo Tisci,Zac Posen,Olivier Rousteing,C,WRONG,,,1.829520464,
3/19/2018 1:24,19,Which skin mark is most likely to come and go with the seasons?,Rhytides,Ephelides,Lentigines,B,,NO_TRY,,1.694746494,
3/19/2018 1:24,20,Which of these is traditionally a layer in a Nanaimo bar?,Ice cream,Whipped cream,Butter icing,C,WRONG,,,1.203883886,
3/19/2018 1:25,21,Which of these films does NOT share a name with a NASA space probe?,Juno,Stardust,Prometheus,C,,NO_TRY,,1.877856493,
3/19/2018 1:26,22,Which of these authors has a supermodel granddaughter?,Antoine de Saint-Exupéry,Maurice Sendak,Roald Dahl,C,,NO_TRY,,3.605276823,
3/19/2018 1:29,24,Which character appears in the Shakespeare play whose title comes first alphabetically?,Octavius Caesar,Bertram,Adriana,B,,,RIGHT,1.748160362,
3/19/2018 19:04,1,What meal combines elements of breakfast and lunch?,Linner,Supsert,Brunch,C,,,RIGHT,1.513478279,
3/19/2018 19:05,3,What is a common symptom of a deviated septum?,Snoring,Hearing loss,Rapid heartbeat,A,,,RIGHT,1.759713888,
3/19/2018 19:06,4,Who is the youngest current Supreme Court Justice?,Elena Kagan,Sonia Sotomayor,Neil Gorsuch,C,WRONG,,,2.762848377,
3/19/2018 19:07,5,The military unit responsible for the Pope's safety is composed of citizens of what country?,Switzerland,Italy,Vatican City,A,WRONG,,,2.802304983,
3/19/2018 19:07,6,"""Zen and the Art of Motorcycle Maintenance"" gets its name from an earlier book about what?",Archery,Bicycling,Gardening,A,,,RIGHT,1.549856663,
3/19/2018 19:08,7,An annual holiday at Emory University features students being let out of class by what?,Skeleton,Peach mascot,Male cheerleaders,A,,NO_TRY,,1.634399891,
3/19/2018 19:09,8,Which of these cities was founded two separate times?,Rome,Zurich,Buenos Aires,C,WRONG,,,1.845668316,
3/19/2018 19:10,9,Which concept is at the core of a dance style named for Martha Graham?,Contraction & release,Lock & leap,Pointe & step,A,,NO_TRY,,3.890274048,
3/19/2018 19:11,10,Which of these is NOT a breed of duck?,Green Marsh,Silver Bantam,Welsh Harlequin,A,WRONG,,,1.988362074,
3/19/2018 19:11,11,Which of these is the name of one of the moons of the largest planet in our solar system?,Kale,Coriander,Vega,A,,,RIGHT,1.967172861,
3/19/2018 19:13,12,What startup's name came from the co-founder watching a Fellini movie?,Vimeo,Twilio,Etsy,C,,NO_TRY,,1.777411222,
3/20/2018 1:06,1,The Girl Scouts hold an annual fundraiser by selling what?,Bootleg DVDs,Stock tips,Cookies,C,,,RIGHT,3.568522453,
3/20/2018 1:07,2,Which of these is a popular breakfast item served with maple syrup?,English eggie weggies,Swedish House Mafia,French toast,C,,NO_TRY,,1.664885759,
3/20/2018 1:07,3,Ben & Jerry's Cherry Garcia flavor is a pun on the lead singer of what band?,Grateful Dead,Phish,Rolling Stones,A,,,RIGHT,2.796537399,
3/20/2018 1:08,4,Which of these basketball terms is also a measurement of computer performance?,Flops,Dunks,Dimes,A,,NO_TRY,,1.630251884,
3/20/2018 1:10,6,"Which of these dogs falls into the American Kennel Club's ""Working Group""?",Golden retriever,Collie,Boxer,C,WRONG,,,3.900134802,
3/20/2018 1:11,7,Which of these long-ago empires originated in North Africa?,Carthaginian,Ottoman,Byzantine,A,WRONG,,,2.140900373,
3/20/2018 1:12,8,Jane Morgan was a nom de plume for the author of which of these works?,Wuthering Heights,Last of the Mohicans,Jane Eyre,B,,NO_TRY,,1.597851276,
3/20/2018 1:12,9,"Once a body of water, which of these regions is now dried out?",Aral Sea,Caspian Sea,Lake Balkhash,A,WRONG,,,2.431732416,
3/20/2018 1:13,10,"In the Bible, which son of Jacob has the same mother as Joseph?",Benjamin,Levi,Simeon,A,,,RIGHT,3.12828517,
3/20/2018 1:14,11,Which of these is NOT the nickname of a World Darts Champion?,Limestone Cowboy,Deadly Boomerang,Pinpoint King,C,WRONG,,,2.009630919,
3/20/2018 1:15,12,Which of these words is believed to come from a European dice game?,Shenanigans,Tomfoolery,Hijinks,C,,NO_TRY,,1.583962917,
3/20/2018 19:04,1,"In the U.S., a massive amount of gold is kept where?",Frozen food aisle,Fort Knox,Louisiana swamplands,B,,,RIGHT,2.035490513,
3/20/2018 19:05,3,Which of these is the name of an actual room in the White House?,China Room,Balloon Room,Yoga Room,A,,,RIGHT,4.305589199,
3/20/2018 19:06,4,What is the name for a word that came directly into English from another language?,Theftword,Giftword,Loanword,C,,,RIGHT,1.992695093,
3/20/2018 19:07,5,What is the official language of the tiny nation between France and Spain?,Catalan,French,Spanish,A,,,RIGHT,9.316424131,
3/20/2018 19:07,6,"Technically, all licensed U.S. dentists are also officially what?",Orthodontists,Dental surgeons,Private practitioners,B,WRONG,,,2.507789135,
3/20/2018 19:08,7,Which of these people is most likely to have a mutation in their melanocortin-1 receptor?,Julianne Moore,Jon Hamm,Lucy Liu,A,,NO_TRY,,1.455050707,
3/20/2018 19:09,8,Which of these teams won a Stanley Cup before the NHL was founded?,Montreal Canadiens,Boston Bruins,Toronto Maple Leafs,A,,,RIGHT,2.994644642,
3/20/2018 19:09,9,Which of these television shows was NOT based on a British series?,Say Yes to the Dress,Wife Swap,Trading Spaces,A,WRONG,,,3.098021269,
3/20/2018 19:10,10,The terms of Amazon's web services contain a clause regarding potential attacks by what?,Zombies,Google,Underage hackers,A,WRONG,,,3.296461821,
3/20/2018 19:11,11,What distinction does airline Handley Page Transport have?,First inflight movie,First to serve a meal,First to check a bag,B,,NO_TRY,,2.165098429,
3/20/2018 19:12,12,Which of these famous TV judges got their start in criminal court?,Greg Mathis,Judy Sheindlin,Joe Brown,C,WRONG,,,2.624126434,
3/21/2018 1:05,1,Hydroelectric power generates electricity from what?,Killer drum solos,Mean tweets,Water,C,,,RIGHT,2.728172779,
3/21/2018 1:06,3,"By definition, a person who is ambidextrous is able to do what?",Use both hands well,Speak two languages,Whistle,A,,NO_TRY,,2.333358288,
3/21/2018 1:06,4,"The classic book ""The Grapes of Wrath"" is about a family's journey to what state?",Alaska,California,Hawaii,B,,,RIGHT,2.783776522,
3/21/2018 1:07,5,In which of these sports do competitors often wear jodhpurs?,Cricket,Polo,Jai alai,B,,,RIGHT,3.102591276,
3/21/2018 1:08,6,Moore's Law is a famous observation that concerns what?,Expansion of universe,Human evolution,Computing power,C,,NO_TRY,,1.733790159,
3/21/2018 1:08,7,"Which of these exotic fruits is named for a local word for ""hair""?",Durian,Rambutan,Lychee,B,,,RIGHT,2.140186548,
3/21/2018 1:09,8,Shopping mall staple Gadzooks was purchased by what fellow retailer?,Forever 21,Hot Topic,Spencer's,A,,,RIGHT,1.626991987,
3/21/2018 1:10,9,"On her first recording, Billie Holiday was accompanied by what jazz legend?",Benny Goodman,Duke Ellington,Count Basie,A,WRONG,,,4.116965055,
3/21/2018 1:11,10,"Workers throughout Victoria, Australia get a day off every November for what sporting event?",Cricket match,Horse race,Rugby game,B,,NO_TRY,,1.932708979,
3/21/2018 1:12,11,Which of these does NOT appear in both the original Pac-Man and Ms. Pac-Man?,Banana,Apple,Strawberry,A,WRONG,,,2.056665182,
3/21/2018 1:13,12,The New-York Mirror newspaper notably employed which poet?,Edgar Allan Poe,Walt Whitman,Langston Hughes,A,,,RIGHT,1.900269508,
3/21/2018 19:04,1,"In the popular rhyme, April showers bring what?",CD towers,May flowers,Kenny Powers,B,,,RIGHT,3.378810167,
3/21/2018 19:05,2,Smokey the Bear often preaches that only YOU can prevent what?,Flash mobs,Reply all emails,Forest fires,C,,NO_TRY,,1.821202278,
3/21/2018 19:05,3,"What is the zip code for Beverly Hills, California?",10528,90210,1209,B,,,RIGHT,2.10752511,
3/21/2018 19:06,4,"In terms of miles traveled, which of these races is the longest?",Daytona 500,Tour de France,Iron Man Triathlon,B,,NO_TRY,,2.080658674,
3/21/2018 19:07,5,Which of these winds is the fastest on the Beaufort Wind Scale?,Strong gale,Near gale,Storm,C,,,RIGHT,3.368258715,
3/21/2018 19:08,6,"Which of these African landmarks is mentioned by name in Toto's ""Africa""?",Timbuktu,Sahara,Serengeti,C,WRONG,,,2.260926723,
3/21/2018 19:08,7,Which rapper has NOT acted in a Fast & Furious movie?,Cam'ron,Ja Rule,Bow Wow,A,,NO_TRY,,1.525295973,
3/21/2018 19:09,8,What U.S. sports league currently has two different players named Sebastian Aho?,NHL,MLB,NFL,A,,,RIGHT,1.527321339,
3/21/2018 19:10,9,One of the earliest descriptions of dental floss appears in what landmark of literature?,Pride and Prejudice,Little Women,Ulysses,C,,NO_TRY,,1.628112793,
3/21/2018 19:11,11,Which of these would be classified using the Aarne-Thompson-Uther system?,Meteor showers,Aesop's Fables,Blood-borne viruses,B,,NO_TRY,,2.673975468,
3/21/2018 19:12,12,Which of these is defined as a tautological place name?,Lake Tahoe,Martha's Vineyard,"Walla Walla, Washington",A,,,RIGHT,2.380910873,
3/22/2018 1:05,1,Which of these is a boy wizard created by J.K. Rowling?,Wand-a Sykes,Harry Potter,Waldo Wizardboy,B,,,RIGHT,1.530551434,
3/22/2018 1:06,2,"In golf, the best score on a single hole is popularly known as what?",Golfy surprise,Hole in one,Self-driving par,B,,,RIGHT,1.764081955,
3/22/2018 1:06,3,Parquet is a type of what?,Wooden flooring,African bird,Brand of cream cheese,A,,NO_TRY,,1.410415649,
3/22/2018 1:07,4,Which of these professions is most likely to make a horseshoe?,Farrier,Ophthalmologist,Notary,A,,,RIGHT,3.123950958,
3/22/2018 1:07,5,"The title of the Robert Frost poem ""Out, Out—"" alludes to which Shakespeare play?",Romeo and Juliet,Macbeth,Hamlet,B,,,RIGHT,1.782310009,
3/22/2018 1:08,6,Trailblazing chef Hélène Darroze has her own what?,Restaurant in the Louvre,U.S. postage stamp,Barbie doll,C,,NO_TRY,,1.533616781,
3/22/2018 1:09,7,Which of these is NOT a variety of strawberry?,Holland Bloom,Sweet Charlie,Ozark Beauty,A,,NO_TRY,,1.362001896,
3/22/2018 1:09,8,Which of these countries won its independence the soonest after the U.S. did?,Mexico,Haiti,Cuba,B,WRONG,,,1.627657175,
3/22/2018 1:10,9,The fashion brand Opening Ceremony once put on a play co-written by what actor?,Jonah Hill,Chloë Sevigny,Jesse Eisenberg,A,,,RIGHT,3.041043997,
3/22/2018 1:11,10,Which of these products was originally developed for surgical use?,Listerine,Bengay,VapoRub,A,,NO_TRY,,2.438521862,
3/22/2018 1:12,11,"When written in all caps, which woman's name is a classification system for moths?",Mara,Emma,Mona,C,,NO_TRY,,1.975324869,
3/22/2018 1:13,12,"Which of these musicians once featured in a movie based on ""Blue's Clues""?",Ray Charles,Paul Simon,Ricky Martin,A,,,RIGHT,1.750608683,
3/22/2018 19:04,1,"According to legend, everything King Midas touched turned to what?",Ovaltine,Gold,Funnel cakes,B,,,RIGHT,2.89817071,
3/22/2018 19:05,2,Which of these is an annual car race in Indianapolis?,Boss Baby 2,Seinfeld 2000,Indy 500,C,,,RIGHT,2.879192352,
3/22/2018 19:05,3,The Richter scale is typically used to measure the magnitude of what?,Earthquakes,Food spiciness,Bee stings,A,,,RIGHT,1.738021612,
3/22/2018 19:06,4,Which of these classic novels was originally written in English?,Madame Bovary,Dracula,Don Quixote,B,,NO_TRY,,2.297733068,
3/22/2018 19:07,5,Abraham Lincoln served Illinois as a member of which branch of Congress?,Neither,House of Representatives,Senate,B,,,RIGHT,4.28769803,
3/22/2018 19:08,6,"The title of the rock record ""Steal This Album!"" references a controversial work by whom?",Abbie Hoffman,Jack Kerouac,Karl Marx,A,,,RIGHT,2.666447163,
3/22/2018 19:08,7,Which of these classic Cajun dishes was invented first?,Bananas Foster,Oysters Rockefeller,Muffuletta,B,,NO_TRY,,1.621432781,
3/22/2018 19:10,9,Which plant is considered customary in an English royal wedding bouquet?,Myrtle,Baby's-breath,Roses,A,,NO_TRY,,1.725484371,
3/22/2018 19:10,10,The first YouTube Music Awards were co-hosted by the star of what film?,Rushmore,San Andreas,Hancock,A,,NO_TRY,,4.208993912,
3/22/2018 19:11,11,Which of these legendary artifacts was found in the Nile Delta?,Rosetta Stone,Elgin Marbles,Nefertiti Bust,A,,,RIGHT,1.693670273,
3/22/2018 19:12,12,"The author of ""Treasure Island"" also once wrote about the namesake of what cheese?",Gorgonzola,Roquefort,Monterey Jack,C,,NO_TRY,,2.359131098,
3/23/2018 1:04,1,The container that children traditionally use to collect change is known as what?,Piggy bank,Doggy zone,Horsey place,A,,,RIGHT,1.613143444,
3/23/2018 1:04,2,"In order to legally drive in the U.S., which of these do you need?",Specially trained parrot,Spinning rims,License,C,,,RIGHT,3.989443302,
3/23/2018 1:05,3,What color was the original Livestrong bracelet?,Yellow,Green,Purple,A,,,RIGHT,1.944593906,
